category,datetime,headline,id,image,related,source,summary,url
company,1674086065,Spotify joins media firms to urge EU action against Apple's 'unfair' practices,118311226,https://static.reuters.com/resources/r/?m=02&d=20230118&t=2&i=1620560545&r=LYNXMPEJ0H0O9,AAPL,Reuters,"Music streaming service Spotify Technology, along with other media firms such as Deezer, urged the European Commission to take action against Apple Inc for anticompetitive and unfair practices, in a joint industry letter on Wednesday.",https://finnhub.io/api/news?id=029f56b24c28bb353c85c2cd54a6eb9c4558ed06ab65e2a73aaf05771526ddf8
company,1674082607,It's A Great Time To Buy Skyworks Shares,118313137,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1369278807/image_1369278807.jpg?io=getty-c-w750,AAPL,SeekingAlpha,There are several likely explanations behind Skyworks' cheap valuation. Read more to see why we believe right now is an excellent time to buy SWKS stock.,https://finnhub.io/api/news?id=060e76e2a5eec9bf2c3787cc421de4cac98458a0d0eeb2438aef1aa1130b41cc
company,1674079457,"Stocks trending in after hours: Alcoa, Discover Financial, Vroom, Apple",118309187,https://s.yimg.com/ny/api/res/1.2/y6wWinqHYGMql7kDbtkHkA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzQ-/https://s.yimg.com/os/creatr-uploaded-images/2023-01/0b4566f0-977c-11ed-b97f-5ee1e4518b09,AAPL,Yahoo,Yahoo Finance Live’s Seana Smith checks out several stocks trending in the after-hours trading session.,https://finnhub.io/api/news?id=fbe86976bb4a1db307104254a5899ff72beac7ca9b59d91e62f982d0bf8de685
company,1674079341,Apple delays development of AR glasses indefinitely: report,118312115,https://s.yimg.com/ny/api/res/1.2/cGc5jIHwkOT7QKX1RdQUzw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/fox_business_text_367/e3e4c0f00b2b75e1e156a18ae4012045,AAPL,Yahoo,Apple has delayed releasing augmented-reality glasses indefinitely but will continue to develop a mixed-reality headset that will be unveiled this spring.,https://finnhub.io/api/news?id=0eef256cfa7d7ca87287a9b4b53d8f729472fdaec8cdf94faacb0a53c08a2dd9
company,1674077538,"Apple to Expand Smart-Home Lineup, Taking On Amazon and Google",118310503,https://s.yimg.com/ny/api/res/1.2/pBRJXHbnSmrhh8cJD6S8LA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_technology_68/a3cf6c7bed69c6998f2aa077b04e1a47,AAPL,Yahoo,"(Bloomberg) -- Apple Inc. is working on a slate of devices aimed at challenging Amazon.com Inc. and Google in the smart-home market, including new displays and a faster TV set-top box, after relaunching its larger HomePod speaker.Most Read from BloombergCrypto Firm Genesis Is Preparing to File for BankruptcyApple Delays AR Glasses, Plans Cheaper Mixed-Reality HeadsetAmazon Kicks Off Round of Job Cuts Affecting 18,000 PeopleMicrosoft to Cut Engineering Jobs This Week as Layoffs Go DeeperStock Moo",https://finnhub.io/api/news?id=af9b68ef0e132b8b328a696d069da440ca8ff49ed840f981af67cfabcd130fd4
company,1674076896,Brazil antitrust agency to investigate MercadoLibre complaint against Apple,118311227,https://static.reuters.com/resources/r/?m=02&d=20230118&t=2&i=1620547861&r=LYNXMPEJ0H11P,AAPL,Reuters,"Brazil's antitrust watchdog CADE has begun investigating a complaint by e-commerce retailer MercadoLibre Inc against Apple Inc for alleged abuse of a monopoly in the distribution of apps for its devices, the regulator said on Wednesday.",https://finnhub.io/api/news?id=3667bf0b49b3cc2b4dd4205e7adba819137ea99149d749e0f3a49e8dc6b5a5ae
company,1674070519,"Big Tech braces for dismal profits, more job cuts",118310465,https://media.zenfs.com/en/reuters-finance.com/d133b1d32e73be7a61f820eb27f2ac03,AAPL,Yahoo,"Each of America's five largest tech companies, though, are expected to report a fall in profits for the October-December period, as they try to recalibrate in a high-interest environment.  Facebook-owner Meta Platforms Inc and Amazon.com Inc are expected to report the biggest declines.  Analysts have cut their total revenue projection for the five companies - Meta, Amazon, Apple Inc, Alphabet Inc and Microsoft Corp - by 5% to $561.4 billion as of January from October.",https://finnhub.io/api/news?id=b00b49c8cb3d0ede69619a6865144cdbde91eaad28a8db08cf403aecc592f6ef
company,1674070241,Apple wants to control everything from its chips to screens,118311783,https://s.yimg.com/ny/api/res/1.2/hoz0oCKq02CVJ6TrIiQeGg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05NzQ-/https://s.yimg.com/os/creatr-uploaded-images/2022-12/f682a160-7cbe-11ed-b3fe-ee95d7629c94,AAPL,Yahoo,Apple is working to design everything from its processors to its displays. It could cut costs and bring about new designs.,https://finnhub.io/api/news?id=430de741946da4ce41bbccb504741f80fad3f903ba81961acf4d75c8794d6df7
company,1674069621,Apple doing audit related to its human rights policy and labor practices this year,118312120,https://s.yimg.com/ny/api/res/1.2/4i.ONAD4YkUeJtIJ1IHUbg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/fox_business_text_367/a8156f9717be9376969ec4786ce5fec5,AAPL,Yahoo,"Apple will be doing an audit in connection to its human rights policy and worker rights this year, according to a recent SEC filing from the tech company.",https://finnhub.io/api/news?id=09a40c6f422b400ff7180a2e847ef1defa3af47e91fa4f30a2d394933780fa50
company,1674069060,"Apple Could Boost Profits by Designing Its Own iPhone Parts, Analyst Says",118312121,,AAPL,Yahoo,Evercore ISI analyst Amit Daryanani sees a potential profit boost of as much as 50 cents a share from Apple bringing the design of more iPhone components in-house.,https://finnhub.io/api/news?id=9650ecd0b42df11d55b07bf52c7f370fc8bae737ecf05867fa3c8be6c7da6ba2
company,1674069000,Spotify launches new attack on Apple for ‘abusive behaviors’,118306699,,AAPL,Yahoo,"'The EU] must act fast as every day that passes is a loss for innovation and for the welfare of European consumers,' Spotify and seven other companies allege.",https://finnhub.io/api/news?id=f8737c85c362c8f4819bc489a529c2ffcd0bf6432b6eb8603233d4d109e184a6
company,1674065680,Apple launches major security updates around the world,118312123,https://static.independent.co.uk/2022/10/26/11/f9d4272c5818f228804761e746221381Y29udGVudHNlYXJjaGFwaSwxNjY2ODY1Mjg3-2.67763326.jpg?quality=75&width=1200&auto=webp,AAPL,Yahoo,"Apple has launched its recent major security updates to the whole world.  Apple has long offered a range of protections on its devices, including security features that can lock up and even wipe an iPhone if someone is trying to access data.  As such, Apple will now offer a new tool called “Advanced Data Protection”, which will secure iCloud backups with end-to-end encryption so that it can only be read by people’s own trusted devices.",https://finnhub.io/api/news?id=733f8902cdbf4e4dbe866bab9fb1d05ec154aaae0d341a2c04bfc33b929d170a
company,1674065280,Apple Resurrects the Full-Size HomePod With a $299 Price Tag,118312125,,AAPL,Yahoo,The speaker has room-sensing technology and sensors that listen for smoke and carbon-monoxide alarms.,https://finnhub.io/api/news?id=0852c8917fa630ec91404a28fd3a3e6ce117ee54c804349a451d880c2a459129
company,1674063926,Google Reportedly Working on Apple AirTag Alternative As Personal Tracker Market Sees Growth and Consolidation,118306258,https://media.zenfs.com/en/Benzinga/dd3511e6785e9daeeeec42b041e6e107,AAPL,Yahoo,"Apple Inc.’s (NASDAQ: AAPL) AirTags have remained dominant in the Bluetooth tracker market, with people spending billions to help keep track of their things. But there hasn’t been a viable alternative. Tile, which only tracks using the owner’s device, lost its competitive edge after Apple implemented tracking features associated with pinging nearby phones. MaxTracker, a startup raising funds on StartEngine, is improving on Tile and AirTag technology. MaxTracker is creating a 5G device that uses",https://finnhub.io/api/news?id=5b166564a555c767b9d26261513268cc98976ac88daaaf301ff9641449a8e761
company,1674063883,Google: When Will Pichai Drop The Axe?,118309328,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1147600084/image_1147600084.jpg?io=getty-c-w750,AAPL,SeekingAlpha,The Google stock has been an underperformer relative to its FAANG peers in 2022. Click here to read my analysis of GOOG stock.,https://finnhub.io/api/news?id=97f04775f9143fa27eac98f5c4b5e6957195dab68dc14d3f5e3fab9c7d528ce5
